Student_ID,Gender,Branch,College_Tier,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Technical_Score,Backlogs,Attendance_Percentage,Certifications,Coding_Rating,Placement,Salary_LPA
1418,Male,EEE,Tier 3,8.28,4,3,74,46,48,4,77.67,6,1896,0,0
1419,Female,ECE,Tier 2,6.24,5,7,61,77,86,2,84.09,7,1601,1,14.51
1420,Male,IT,Tier 2,8.86,1,3,65,63,99,2,75.53,0,1757,1,17.55
1421,Male,IT,Tier 1,6.36,0,6,60,88,97,3,95.78,1,986,1,11.08
1422,Female,ECE,Tier 3,5.9,0,9,71,67,49,1,84.68,2,874,0,0
1423,Male,EEE,Tier 2,8.3,4,9,69,57,52,0,63.57,2,1998,1,17.74
1424,Female,ECE,Tier 3,7.22,4,4,88,50,65,4,60.88,0,1464,0,0
1425,Male,IT,Tier 1,5.01,0,5,81,69,48,4,77.75,6,1249,0,0
1426,Male,CSE,Tier 1,6.07,0,9,52,77,50,1,96.67,7,1969,1,12.33
1427,Female,CSE,Tier 3,9.51,4,3,47,67,71,4,80.24,4,979,0,0
1428,Male,EEE,Tier 3,5.48,0,4,86,53,78,3,78.42,2,1100,0,0
1429,Male,IT,Tier 2,6.42,2,6,79,53,60,0,75.01,3,1748,0,0
1430,Male,EEE,Tier 2,9.17,2,9,57,91,88,1,83.13,7,1941,1,19.15
1431,Female,CSE,Tier 1,9.87,3,5,81,48,52,2,62.64,6,856,1,18.27
1432,Female,CSE,Tier 3,9.13,4,3,72,76,62,4,75.77,5,924,0,0
1433,Male,EEE,Tier 3,7.37,4,7,69,96,90,1,94.54,1,1769,1,16.49
1434,Female,EEE,Tier 2,6.01,4,6,80,82,54,0,73.36,3,1940,1,14.68
1435,Male,CIVIL,Tier 1,6.14,0,6,75,42,68,4,84.25,3,1463,0,0
1436,Female,CSE,Tier 3,7.28,3,4,90,44,48,4,91.72,1,1372,0,0
1437,Male,EEE,Tier 3,7.7,5,8,45,91,54,4,81.52,2,1707,0,0
1438,Male,IT,Tier 3,5.42,5,6,77,44,40,2,85.23,4,1486,0,0
1439,Female,CIVIL,Tier 3,8.49,4,7,49,81,69,4,99.27,1,1644,0,0
1440,Male,ECE,Tier 2,5.93,0,4,51,75,74,1,84.3,3,1869,0,0
1441,Male,CIVIL,Tier 1,8.42,3,8,70,68,80,4,68.19,7,1135,1,17.54
1442,Male,ECE,Tier 3,5.04,3,9,90,61,69,3,92.8,6,1609,0,0
1443,Female,ECE,Tier 2,7.95,4,3,70,63,47,0,96.26,4,1235,1,14.93
1444,Female,ECE,Tier 3,5.04,1,4,46,59,66,4,71.31,7,837,0,0
1445,Male,ECE,Tier 3,7.27,3,1,58,59,79,3,63.65,6,1565,0,0
1446,Male,CIVIL,Tier 2,8.79,4,1,59,51,41,0,94.56,6,1391,0,0
1447,Female,IT,Tier 2,6.66,1,8,48,64,61,0,93.07,2,1873,0,0
1448,Male,MECH,Tier 1,6.23,5,2,60,69,87,0,69.36,2,1846,1,17.32
1449,Male,ECE,Tier 2,8.55,0,9,46,63,80,3,62.44,2,1378,0,0
1450,Female,CIVIL,Tier 2,5.41,1,1,68,59,60,3,68.17,3,1603,0,0
1451,Male,MECH,Tier 3,9.94,2,4,68,97,59,2,99.99,6,1983,0,0
1452,Male,EEE,Tier 1,8.03,0,6,82,59,88,4,91.16,7,1461,1,15.56
1453,Female,ECE,Tier 3,5.34,4,2,57,72,67,4,69.93,5,1090,0,0
1454,Male,CIVIL,Tier 3,5.88,3,3,71,85,83,1,72.57,5,1451,0,0
1455,Male,CSE,Tier 3,5.08,5,3,73,49,45,1,91.3,3,1841,0,0
1456,Male,CIVIL,Tier 2,5.01,2,2,80,54,72,2,90.57,4,1551,0,0
1457,Male,CSE,Tier 3,7.57,1,1,89,45,65,0,62.38,6,1175,0,0
1458,Male,ECE,Tier 1,5.03,1,8,44,62,99,0,73.7,1,1484,1,11.59
1459,Male,CSE,Tier 1,8.19,2,6,61,70,80,1,83.37,3,1271,1,16.28
1460,Female,CSE,Tier 3,8.55,1,4,92,43,72,2,96.68,1,1568,0,0
1461,Male,CIVIL,Tier 2,7.19,0,2,60,91,57,4,97.2,1,1437,0,0
1462,Female,IT,Tier 1,5.65,1,1,43,61,85,0,93.37,5,948,1,12.3
1463,Male,ECE,Tier 2,8,1,8,54,45,43,3,99.23,5,1592,0,0
1464,Female,CSE,Tier 2,5.53,3,6,41,75,47,4,62.94,7,1903,0,0
1465,Male,ECE,Tier 1,8.48,5,1,72,62,82,2,95.12,6,1193,1,17.29
1466,Female,IT,Tier 3,6.33,2,1,86,90,61,0,91.08,4,1257,0,0
1467,Male,ECE,Tier 3,9.46,4,9,62,77,43,2,74.84,6,1816,0,0
1468,Male,ECE,Tier 2,9.32,3,2,80,53,95,3,77.5,0,1952,1,20.35
1469,Female,ECE,Tier 1,6.36,4,5,40,79,77,2,61.72,6,903,1,13.34
1470,Female,EEE,Tier 2,5.01,2,2,69,53,84,4,65.48,4,1261,0,0
1471,Female,IT,Tier 3,7.43,4,7,49,55,88,1,97.97,7,1118,0,0
1472,Male,ECE,Tier 2,6.31,4,6,65,94,48,1,93.01,6,1249,1,13.64
1473,Female,CIVIL,Tier 3,7.38,5,4,78,90,41,3,97.93,5,1456,0,0
1474,Male,IT,Tier 3,5.23,4,1,66,58,44,2,65.28,1,1457,0,0
1475,Male,EEE,Tier 2,6.55,0,1,86,66,46,1,87.26,4,1733,0,0
1476,Male,CIVIL,Tier 1,7.91,5,1,40,97,95,0,99.92,0,1147,1,17.02
1477,Female,MECH,Tier 1,7.94,5,3,45,67,45,1,76.35,5,1962,1,17.2
1478,Female,MECH,Tier 1,8.42,3,7,71,88,64,0,97.25,3,1348,1,17.78
1479,Male,ECE,Tier 3,6.59,1,8,64,60,67,4,80.84,7,998,0,0
1480,Female,MECH,Tier 2,7.73,1,3,87,40,97,2,64.07,5,1307,1,15.45
1481,Female,ECE,Tier 1,5.4,3,3,71,59,64,4,68.32,3,1703,0,0
1482,Female,CIVIL,Tier 3,7.26,0,8,55,64,52,4,61.11,1,1070,0,0
1483,Female,EEE,Tier 1,8.95,0,4,79,93,82,3,97.14,6,1859,1,17.29
1484,Male,EEE,Tier 2,7.67,1,3,60,91,78,2,83.02,4,1392,0,0
1485,Male,CSE,Tier 3,9.7,4,8,56,76,76,1,72.15,5,1657,1,20.83
1486,Female,IT,Tier 3,7.26,3,5,41,53,45,3,91.51,2,1148,0,0
1487,Female,ECE,Tier 2,8.36,4,1,79,56,61,1,71.24,5,1883,1,17.72
1488,Male,IT,Tier 1,7.4,1,2,94,55,78,2,95.45,1,1138,1,13.6
1489,Female,CIVIL,Tier 3,7.4,1,4,85,51,84,0,90.96,2,1938,0,0
1490,Female,CSE,Tier 1,6.91,2,2,49,67,85,3,69.39,4,1820,1,16.28
1491,Female,ECE,Tier 2,5.23,0,1,65,67,87,0,95.63,2,1822,0,0
1492,Male,CSE,Tier 1,7.02,2,6,97,74,84,2,86.57,3,1740,1,14.72
1493,Female,CSE,Tier 1,6.6,3,3,94,77,41,1,96.76,6,1963,1,15.24
1494,Female,MECH,Tier 3,6.05,1,6,76,76,49,2,86.35,4,1969,0,0
1495,Female,IT,Tier 1,9.59,5,3,83,63,83,0,90.27,7,1441,1,21.61
1496,Male,MECH,Tier 3,8.75,3,1,49,61,52,3,84.77,4,1939,0,0
1497,Male,ECE,Tier 1,9.6,0,3,87,88,85,3,67.5,2,1667,1,17.8
1498,Male,MECH,Tier 3,9.11,1,7,85,95,86,3,60.7,6,1501,0,0
1499,Male,ECE,Tier 2,5.93,4,6,90,67,54,3,78.41,4,1483,0,0
1500,Male,EEE,Tier 2,9.97,0,4,61,63,86,4,73.49,3,1791,1,19.27
1501,Male,CIVIL,Tier 1,9.28,4,6,95,75,76,0,78.39,6,1115,1,18.9
1502,Female,ECE,Tier 1,8.2,1,2,52,50,46,4,89.07,7,891,0,0
1503,Female,IT,Tier 3,5.19,2,2,50,84,40,1,79.25,2,1846,0,0
1504,Male,MECH,Tier 3,7.62,0,3,87,88,77,4,81.63,1,889,0,0
1505,Male,IT,Tier 2,6.73,1,4,82,45,70,0,69.81,5,1386,0,0
1506,Male,IT,Tier 3,9.19,5,6,52,40,66,2,95.94,7,840,0,0
1507,Female,EEE,Tier 1,8.12,0,3,53,62,60,1,97.02,5,1920,1,15.48
1508,Male,IT,Tier 2,7.23,2,6,79,68,48,2,90.24,1,1681,0,0
1509,Male,IT,Tier 3,6.6,1,9,78,40,82,0,69.15,7,800,0,0
1510,Male,CSE,Tier 1,8.22,4,2,72,75,87,0,75.89,7,895,1,16.73
1511,Male,MECH,Tier 3,5.99,5,1,98,79,63,4,91.59,1,829,0,0
1512,Male,CIVIL,Tier 2,8.91,2,3,86,69,94,2,60.41,4,1407,1,17.48
1513,Male,MECH,Tier 2,5.06,4,8,69,48,68,2,85.81,0,1920,0,0
1514,Female,IT,Tier 1,6.89,1,1,66,59,42,3,89.53,3,929,0,0
1515,Female,CSE,Tier 2,8.51,5,5,44,98,63,4,77.99,2,1484,1,18.48
1516,Female,CIVIL,Tier 2,6.58,3,9,90,77,60,1,96.47,1,1742,1,13.95
1517,Female,EEE,Tier 1,6.16,0,6,82,61,50,1,83.33,3,1265,1,11.2
1518,Female,EEE,Tier 3,7.81,3,9,80,66,66,4,77.21,6,1689,0,0
1519,Male,ECE,Tier 1,8.68,2,4,92,49,55,3,89.67,0,1462,1,16.21
1520,Female,EEE,Tier 2,5.66,5,9,71,87,72,2,83.04,7,1063,1,12.5
1521,Male,IT,Tier 1,6.68,4,1,41,90,71,0,86.96,5,1695,1,16.48
1522,Male,CIVIL,Tier 3,7.39,5,4,63,98,41,1,82.89,5,1175,0,0
1523,Male,CSE,Tier 3,5,2,7,98,81,48,1,93.43,5,1911,0,0
1524,Male,MECH,Tier 2,8.73,3,9,91,43,95,2,96.97,6,1007,1,16.53
1525,Male,IT,Tier 2,9.07,4,1,74,91,62,3,93.78,2,1444,1,17.38
1526,Male,ECE,Tier 2,6.56,4,4,75,44,87,4,90.6,6,1431,0,0
1527,Male,EEE,Tier 3,8.24,3,8,94,58,67,4,66.75,3,1774,0,0
1528,Female,MECH,Tier 3,5.26,0,4,76,62,79,4,69.54,4,1404,0,0
1529,Female,EEE,Tier 3,5.41,3,9,46,90,82,3,95.29,7,1596,0,0
1530,Male,CIVIL,Tier 1,5.41,3,9,77,78,77,0,94.9,4,905,1,13.39
1531,Female,EEE,Tier 3,9.83,4,9,62,84,53,4,93.13,7,1138,0,0
1532,Male,CSE,Tier 2,7.04,1,7,45,75,55,2,68.23,4,1249,0,0
1533,Female,MECH,Tier 2,8.13,5,2,46,60,63,3,76.61,2,1686,0,0
1534,Male,IT,Tier 1,9.06,1,1,62,40,87,1,68.53,5,1512,1,17.43
1535,Female,CSE,Tier 3,6.19,5,4,51,50,52,1,99.7,1,1112,0,0
1536,Female,IT,Tier 2,6.73,2,6,85,69,94,2,82.53,2,1243,1,14.47
1537,Female,CIVIL,Tier 2,8.28,3,1,76,75,99,2,92.17,7,1946,1,17.94
1538,Male,MECH,Tier 1,5.12,2,9,82,41,92,2,66.65,6,1023,1,10.95
1539,Male,CIVIL,Tier 3,5.31,1,6,59,72,87,1,84.41,6,1837,0,0
1540,Female,IT,Tier 3,5.49,1,8,95,70,82,4,74.07,5,1102,0,0
1541,Female,CSE,Tier 1,5.71,0,8,93,93,92,2,85.64,6,1479,1,12.59
1542,Female,EEE,Tier 2,8.11,2,8,78,95,88,0,85.93,5,1280,1,16.8
1543,Female,CSE,Tier 2,7.51,0,9,94,89,75,0,67.5,3,898,1,13
1544,Female,EEE,Tier 3,7.08,0,7,70,53,65,3,87.89,0,1361,0,0
1545,Male,IT,Tier 3,9.19,1,9,69,52,49,0,92.5,2,900,0,0
1546,Male,MECH,Tier 2,8.3,1,7,72,64,56,3,71.82,5,1254,0,0
1547,Male,CIVIL,Tier 3,6.3,2,5,53,84,67,2,84.06,1,1462,0,0
1548,Female,CSE,Tier 3,9.63,2,5,45,57,87,2,86.3,4,949,0,0
1549,Male,CSE,Tier 1,8.48,1,5,62,61,76,3,65.13,2,971,1,17.48
1550,Female,IT,Tier 2,5.75,2,6,95,41,46,0,88.9,6,913,0,0
1551,Female,ECE,Tier 1,5.71,0,1,58,75,79,3,77.89,0,1383,0,0
1552,Female,MECH,Tier 2,6.06,4,3,88,75,43,2,98.9,3,1600,0,0
1553,Male,CSE,Tier 3,9.3,5,8,59,68,93,4,89.46,7,1531,0,0
1554,Female,IT,Tier 2,9.94,2,6,50,78,56,1,85.85,3,1258,1,18.03
1555,Female,CIVIL,Tier 3,9.41,4,8,75,92,71,1,97.08,3,1541,1,18.28
1556,Female,IT,Tier 1,5.39,5,4,74,90,81,1,65.62,0,1119,1,12.76
1557,Female,IT,Tier 3,8.32,3,5,57,89,90,2,77.47,1,1999,0,0
1558,Female,ECE,Tier 3,6.77,1,3,47,75,98,2,63.38,6,1843,0,0
1559,Female,CSE,Tier 3,7.61,5,8,40,98,66,3,95.16,5,986,0,0
1560,Female,IT,Tier 1,7.5,3,1,95,48,75,4,69.94,6,1706,1,16.99
1561,Male,ECE,Tier 3,7.92,1,6,61,76,94,1,97.26,3,1174,0,0
1562,Female,EEE,Tier 3,5.28,3,5,68,66,82,2,75.19,5,1177,0,0
1563,Female,ECE,Tier 1,8.2,5,4,99,91,86,0,73.16,1,1734,1,19.58
1564,Female,CSE,Tier 1,7.95,0,7,49,59,76,1,75.57,6,1680,1,14.58
1565,Male,IT,Tier 2,8.54,4,8,83,51,40,1,86.35,4,1269,1,16.38
1566,Female,MECH,Tier 1,8.86,4,4,61,53,54,1,71.34,4,894,1,17.67
1567,Female,CSE,Tier 1,7.57,3,8,95,50,83,0,83.34,2,975,1,14.83
1568,Male,EEE,Tier 3,8.65,5,3,99,78,42,2,80.92,5,1092,0,0
1569,Male,MECH,Tier 2,5.11,3,6,84,55,77,0,61.37,4,906,1,11.12
1570,Female,MECH,Tier 2,6.16,0,1,81,89,78,0,77.49,2,915,0,0
1571,Male,EEE,Tier 1,9.62,5,5,70,87,57,0,94.46,7,1698,1,20.33
1572,Male,MECH,Tier 3,5.91,1,9,84,64,93,0,85.94,6,1551,0,0
1573,Female,EEE,Tier 2,6,3,5,74,61,65,2,95.27,4,1397,0,0
1574,Male,CSE,Tier 3,5.44,2,7,59,99,57,2,98.96,5,1384,0,0
1575,Male,CSE,Tier 1,5.88,5,3,59,44,45,4,69.89,6,1679,0,0
1576,Male,ECE,Tier 2,9.48,2,3,74,91,94,0,95.14,2,1179,1,17.94
1577,Male,MECH,Tier 1,6.43,5,7,54,71,51,0,99.45,3,1721,1,15.96
1578,Female,EEE,Tier 2,7.01,1,7,42,92,43,1,79.38,3,1603,0,0
1579,Female,MECH,Tier 1,7.52,1,8,94,81,91,0,98.64,0,1693,1,15.75
1580,Female,MECH,Tier 2,6.08,5,6,49,98,96,2,64.29,1,1477,1,15.67
1581,Female,MECH,Tier 3,6.59,2,2,93,40,77,0,65.63,5,912,0,0
1582,Female,IT,Tier 3,9.55,2,1,49,79,91,1,62.47,5,1984,0,0
1583,Male,CSE,Tier 2,6.99,1,1,78,75,63,0,63.89,4,1006,0,0
1584,Female,CSE,Tier 3,6.23,4,2,52,76,58,2,73.31,0,1408,0,0
1585,Male,CSE,Tier 1,5.83,3,9,54,45,48,1,69.14,0,1441,1,12.95
1586,Female,IT,Tier 2,6.78,3,7,60,74,40,0,61.99,4,1952,1,15.06
1587,Female,IT,Tier 1,7.42,1,3,71,73,90,4,79.08,1,1059,1,14.67
1588,Female,CSE,Tier 2,6.74,0,5,75,69,90,2,86.78,4,1016,0,0
1589,Female,CIVIL,Tier 1,6.55,4,8,60,85,82,4,89.03,5,1081,1,14.53
1590,Female,MECH,Tier 1,8.04,2,9,96,55,85,3,87.1,6,1702,1,17.15
1591,Male,ECE,Tier 3,8.05,3,2,60,94,57,3,87.95,4,887,0,0
1592,Male,CIVIL,Tier 3,7.94,3,5,90,67,99,1,93.89,7,923,0,0
1593,Female,IT,Tier 1,9.7,3,6,93,84,91,2,69.29,7,1267,1,20.38
1594,Female,MECH,Tier 1,9.47,0,6,52,47,88,1,62.88,5,882,1,16.97
1595,Female,ECE,Tier 3,7.07,1,8,63,55,61,4,85.53,6,1389,0,0
1596,Female,MECH,Tier 2,8.32,5,3,50,58,63,1,96.95,5,1772,1,18.47
1597,Male,IT,Tier 2,6.71,3,5,45,42,64,4,90.72,6,1993,0,0
1598,Male,IT,Tier 1,7.57,3,4,51,75,45,4,75.38,6,919,0,0
1599,Female,CIVIL,Tier 3,5.47,4,6,72,73,78,3,81.01,2,1098,0,0
1600,Female,CSE,Tier 3,6.79,1,7,49,78,69,1,78.38,5,1310,0,0
1601,Male,CIVIL,Tier 1,8.22,3,1,70,62,87,1,88.17,0,1459,1,16.9
1602,Male,CIVIL,Tier 3,7.25,0,7,88,97,74,4,94.65,0,1397,0,0
1603,Female,MECH,Tier 2,6.02,5,1,79,93,60,2,95.21,1,1880,0,0
1604,Male,EEE,Tier 1,5.2,1,1,47,59,71,1,80.6,7,1158,0,0
1605,Female,IT,Tier 1,7.85,2,7,70,92,60,3,71.82,4,1565,1,16.09
1606,Female,CSE,Tier 2,8.37,3,7,82,77,77,4,97.75,0,1240,1,15.34
1607,Male,MECH,Tier 3,8.64,3,5,80,74,78,0,78.55,3,1009,0,0
1608,Female,EEE,Tier 1,5.56,1,9,81,44,66,2,68.93,3,862,1,10.13
1609,Female,MECH,Tier 2,9.25,5,4,65,62,56,3,96.91,5,1850,1,19.47
1610,Female,CSE,Tier 1,5.06,1,1,78,80,99,1,79.35,6,1910,1,13.38
1611,Female,IT,Tier 3,7.81,2,1,86,49,97,0,64.71,4,953,0,0
1612,Female,ECE,Tier 2,8.79,3,2,57,73,94,0,93.69,3,1854,1,18.58
1613,Female,EEE,Tier 2,6.47,1,8,92,64,56,0,75.7,0,945,1,11.86
1614,Female,MECH,Tier 2,5.19,2,5,68,85,93,2,60.73,0,1291,0,0
1615,Female,IT,Tier 1,8.76,5,5,78,96,48,4,67.83,6,1900,1,19.68
1616,Male,EEE,Tier 3,7.5,1,2,61,44,87,0,84.23,1,1889,0,0
1617,Male,EEE,Tier 2,9.44,0,7,58,98,81,0,73.1,3,1302,1,16.74
1618,Female,CIVIL,Tier 1,9.55,0,5,80,80,44,3,98.65,0,1890,1,16.66
1619,Male,MECH,Tier 2,9.59,4,8,52,76,89,4,95.71,5,1259,1,19.55
1620,Female,MECH,Tier 2,9.97,2,5,72,66,52,0,98.55,4,1173,1,17.63
1621,Male,EEE,Tier 1,7.94,2,3,81,75,54,4,96.85,7,1728,1,16.96
1622,Male,MECH,Tier 2,5.84,3,7,59,97,71,0,60.72,2,1152,1,10.27
1623,Male,CIVIL,Tier 1,7.8,3,5,59,51,95,4,72.54,2,1701,1,17.43
1624,Female,MECH,Tier 2,5.19,0,7,64,96,80,0,87.11,4,1212,1,9.65
1625,Female,ECE,Tier 2,5.22,5,7,63,75,99,0,92.26,6,1781,1,15.38
1626,Male,IT,Tier 1,7.66,0,2,42,60,94,2,85.93,3,1552,1,15.1
1627,Male,ECE,Tier 1,8.07,0,1,41,53,82,1,71.26,0,1758,1,16.36
1628,Female,EEE,Tier 1,7.86,5,5,77,46,66,3,64.11,7,1905,1,19.44
1629,Male,CSE,Tier 1,8.56,5,6,66,99,92,4,96.33,2,1405,1,19.42
1630,Male,EEE,Tier 2,7.62,2,2,60,99,89,0,61.47,5,1243,1,15.31
1631,Female,ECE,Tier 3,6.81,5,5,50,42,57,3,86.94,7,1005,0,0
1632,Male,MECH,Tier 1,6.71,0,2,58,77,64,4,62.31,7,1128,0,0
1633,Female,CSE,Tier 3,8.56,5,7,90,89,68,4,82.72,5,806,0,0
1634,Male,ECE,Tier 3,6.65,0,2,74,80,58,4,82.73,2,1536,0,0
1635,Female,IT,Tier 1,5.27,3,6,70,78,83,2,72.11,1,963,1,11.39
1636,Female,IT,Tier 1,6.11,2,5,61,55,85,2,73.45,1,1474,1,13.9
1637,Female,IT,Tier 1,9,0,7,96,44,71,2,80.95,0,1671,1,16.8
1638,Male,MECH,Tier 2,7.55,2,1,86,94,82,1,67.56,2,1327,1,15.06
1639,Male,CIVIL,Tier 3,6.35,3,5,79,86,43,1,82,2,1679,0,0
1640,Male,EEE,Tier 1,7.91,1,7,59,76,93,4,90.02,7,1810,1,18.08
1641,Male,CIVIL,Tier 3,6.76,0,8,98,97,81,1,97.4,3,860,0,0
1642,Female,IT,Tier 3,9.48,1,4,83,95,54,3,76.78,0,1033,0,0
1643,Male,ECE,Tier 2,7.11,3,9,82,52,80,3,78.58,2,1817,1,14.97
1644,Male,CIVIL,Tier 2,8.2,5,9,85,75,94,3,91.34,5,1932,1,19.37
1645,Male,EEE,Tier 2,7.27,3,8,95,50,66,3,82.31,7,1985,1,16.74
1646,Male,IT,Tier 1,7.35,5,8,42,66,52,3,95.8,6,814,1,14.73
1647,Male,ECE,Tier 1,7.28,0,7,94,55,64,4,60.25,2,816,1,12.88
1648,Female,IT,Tier 1,6.05,2,3,76,56,56,2,74.67,2,1150,0,0
1649,Male,ECE,Tier 3,9.53,5,1,85,75,84,2,74.98,3,1108,0,0
1650,Female,CIVIL,Tier 3,7.26,3,3,70,85,52,2,81.1,1,1388,0,0
1651,Male,CIVIL,Tier 3,9.75,1,2,69,75,67,1,67.12,4,1114,0,0
1652,Male,IT,Tier 1,8.46,3,2,49,64,56,4,97.73,0,866,0,0
1653,Female,MECH,Tier 3,8.24,4,1,82,86,89,3,97.68,7,1891,0,0
1654,Female,ECE,Tier 1,7.51,3,7,77,42,79,2,63.6,0,1432,1,16.25
1655,Female,ECE,Tier 1,9.84,3,5,82,67,56,2,75.68,7,1969,1,20.36
1656,Female,CIVIL,Tier 1,6.67,5,5,60,97,43,2,99.62,1,1013,1,13.2
1657,Male,CIVIL,Tier 3,8.64,4,4,84,50,94,2,82.98,7,1939,0,0
1658,Male,CSE,Tier 3,6.08,1,2,73,55,57,1,64.97,0,915,0,0
1659,Male,ECE,Tier 1,6.34,0,2,95,56,86,3,75.45,4,987,1,12
1660,Female,EEE,Tier 3,7.77,4,2,48,42,67,0,68.82,3,1501,0,0
1661,Female,CSE,Tier 2,6.74,1,3,64,54,53,4,81,1,1466,0,0
1662,Male,EEE,Tier 3,7.48,5,9,97,93,71,1,80,0,1759,1,15.6
1663,Female,MECH,Tier 3,6.13,5,4,87,51,74,2,80.28,5,1886,0,0
1664,Male,IT,Tier 1,6.65,0,2,82,44,60,2,87.36,7,1743,0,0
1665,Female,CIVIL,Tier 2,6.13,3,2,48,65,42,4,77.7,0,835,0,0
1666,Female,CIVIL,Tier 1,5.73,3,4,70,89,51,3,64.54,4,1407,1,11.91
1667,Male,CIVIL,Tier 2,7.87,4,7,78,82,70,1,87.09,6,827,1,15.62
1668,Male,IT,Tier 3,5.49,3,6,74,94,96,3,80.94,4,1548,0,0
1669,Female,EEE,Tier 3,8.67,1,7,62,60,57,0,90.24,4,818,0,0
1670,Female,IT,Tier 2,9.68,2,5,74,65,70,4,67.86,1,1786,1,18.31
1671,Male,MECH,Tier 3,8.56,0,5,98,79,77,3,95.04,0,1195,0,0
1672,Female,ECE,Tier 2,6.89,1,1,61,71,78,4,82.47,6,1575,0,0
1673,Female,EEE,Tier 1,5.91,5,9,63,59,78,2,90.56,7,1245,1,15.5
1674,Male,ECE,Tier 2,9.46,3,8,54,94,52,3,75.17,3,1133,1,17.57
1675,Male,CIVIL,Tier 2,8.68,2,5,47,70,99,0,87.61,4,1700,1,18.41
1676,Male,CIVIL,Tier 2,6.27,5,2,51,56,66,3,78.23,4,1066,0,0
1677,Male,MECH,Tier 2,9.26,0,8,66,82,58,1,74.67,5,1244,1,15.04
1678,Female,CIVIL,Tier 3,6.39,0,2,52,64,77,2,93.03,4,1064,0,0
1679,Female,CSE,Tier 2,6.48,2,1,96,67,61,3,82.4,0,842,0,0
1680,Male,IT,Tier 2,7.41,4,5,92,45,65,3,92.35,0,1739,1,16.11
1681,Male,ECE,Tier 1,9,5,4,78,79,40,3,63.66,2,1429,1,18.32
1682,Male,CSE,Tier 1,5.83,5,3,55,65,68,0,62.31,3,1796,1,16.08
1683,Female,IT,Tier 3,5.8,2,7,92,73,48,4,87.2,2,1462,0,0
1684,Male,IT,Tier 1,5.52,1,1,89,59,57,2,79.99,7,1362,0,0
1685,Male,MECH,Tier 1,8.15,2,5,63,47,93,0,63.12,7,1551,1,18.38
1686,Female,IT,Tier 3,7.32,5,3,44,40,97,1,99.85,7,1556,0,0
1687,Male,ECE,Tier 3,8.4,3,8,83,62,83,1,89.62,6,1420,0,0
1688,Female,EEE,Tier 3,5.62,5,7,89,89,53,3,75.1,6,1291,0,0
1689,Female,CSE,Tier 2,6.8,0,3,45,85,78,3,66.68,6,1216,0,0
1690,Male,IT,Tier 3,7.44,5,6,46,74,95,2,94.62,4,1970,0,0
1691,Female,EEE,Tier 2,8.71,5,7,72,65,87,0,90.6,2,1715,1,19.8
1692,Female,IT,Tier 1,9.7,5,1,45,98,72,3,89.05,3,1318,1,18.58
1693,Male,ECE,Tier 1,7.64,4,9,43,83,91,1,96.56,4,1993,1,17.74
1694,Male,CSE,Tier 2,9.83,1,3,74,99,70,2,61.81,5,1352,1,17.78
1695,Male,MECH,Tier 1,9.33,1,9,87,50,72,2,62.66,0,1821,1,18.1
1696,Male,MECH,Tier 1,6.6,5,7,56,74,49,0,65.21,0,1524,1,14.16
1697,Male,ECE,Tier 3,6.98,4,3,80,98,57,2,63.9,7,1894,0,0
1698,Male,CSE,Tier 1,7.74,1,4,82,61,86,0,96.12,5,1609,1,16.71
1699,Female,IT,Tier 2,5.64,4,7,65,47,99,3,71.72,4,951,1,13.74
1700,Female,IT,Tier 1,7.55,2,9,62,65,64,4,73.59,5,1480,1,14.98
1701,Female,CIVIL,Tier 1,7.33,5,8,62,65,93,1,97.52,0,1962,1,19.3
1702,Male,MECH,Tier 1,6.28,1,5,85,93,81,4,79.85,2,934,1,12.83
1703,Male,EEE,Tier 2,9.91,3,6,77,52,85,4,70.76,5,1218,1,18.57
1704,Male,ECE,Tier 3,6.28,4,2,43,45,41,2,83.03,5,812,0,0
1705,Male,EEE,Tier 2,8.06,4,2,85,46,42,1,87.44,0,1306,0,0
1706,Male,CSE,Tier 1,5.52,2,3,44,61,71,1,69.63,4,1994,1,13.59
1707,Female,EEE,Tier 1,7.25,4,1,99,40,76,4,65.33,0,1053,1,14.92
1708,Male,IT,Tier 2,9.37,4,7,76,73,95,1,86.68,7,1469,1,19.87
1709,Female,IT,Tier 2,7.06,0,2,67,87,95,4,71.04,2,1857,0,0
1710,Male,ECE,Tier 3,5.23,4,9,49,99,96,1,61.69,4,1741,0,0
1711,Male,MECH,Tier 1,6.64,4,1,43,40,85,4,64.41,0,1153,0,0
1712,Male,CSE,Tier 3,8.1,3,2,90,80,73,0,79.16,1,1231,0,0
1713,Female,EEE,Tier 1,9.8,4,1,60,65,81,4,88.55,0,1468,1,20.5
1714,Female,CIVIL,Tier 1,6.85,3,4,85,64,46,0,91.44,7,1870,1,15.58
1715,Male,ECE,Tier 2,5.07,5,2,73,94,60,4,67.6,0,1287,0,0
1716,Female,CSE,Tier 1,9.25,3,5,81,78,52,2,60.64,4,1897,1,17.91
1717,Male,MECH,Tier 3,5.9,5,2,90,52,50,2,83.5,6,1057,0,0
1718,Female,MECH,Tier 3,9.95,0,5,59,52,78,3,91.58,1,1126,0,0
1719,Male,IT,Tier 3,6.14,1,3,67,95,92,1,89.9,1,1472,0,0
1720,Male,ECE,Tier 2,8.29,5,7,70,92,93,0,74.88,1,898,1,17.66
